cod_apli_prod,descri_cod_apli_prod,num_cta,f_creacion,f_ultimo_pago,vlr_original,vlr_pagado,vlr_pendiente_pago,cod_trn,descri_cod_trn,porc_recuperado,dias_hasta_ultimo_pago,pago_total,sin_pago,pago_parcial,prob_pago,valor_esperado_recuperar,valor_en_riesgo
S,AHORRO,53726630683,20250420,20250601,6483.06,6483.06,0.0,574,COMISION RETIRO INTERNACIONAL,1.0,42,1,0,0,0.5307696295732243,0.0,0.0
S,AHORRO,95366753150,20250304,20250815,16611.01,16611.01,0.0,1157,COMISION CONSULTA SALDO,1.0,164,1,0,0,0.5026188178878926,0.0,0.0
S,AHORRO,93385811806,20241112,20250421,4222.38,3575.4,646.98,87,CARGO FISCAL IVA COMISION B,0.8468,160,0,0,1,0.4865604356807111,314.79487067670647,332.1851293232935
S,AHORRO,35011715267,20241018,20250407,4115.51,4115.51,0.0,137,COMISION RETIRO CANAL A,1.0,171,1,0,0,0.4784874105513214,0.0,0.0
S,AHORRO,56585937906,20241026,20250403,6879.33,6879.33,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,159,1,0,0,0.5486184519709093,0.0,0.0
S,AHORRO,82412333755,20250623,20250831,153.46,109.66,43.8,834,CARGO FISCAL TRANSACCIONAL,0.7146,69,0,0,1,0.4543046803635896,19.898544999925225,23.901455000074773
S,AHORRO,78940944080,20241121,20250303,3533.37,0.0,3533.37,2285,APERTURA INVERSION VIRTUAL,0.0,102,0,1,0,0.604644177840307,2136.4315986556053,1396.9384013443944
S,AHORRO,61629564269,20250307,20250719,2497.1,2114.48,382.62,834,CARGO FISCAL TRANSACCIONAL,0.8468,134,0,0,1,0.48528712798242046,185.6805609086337,196.9394390913663
S,AHORRO,86627782134,20250520,20250524,3110.25,3110.25,0.0,1157,COMISION CONSULTA SALDO,1.0,4,1,0,0,0.4858694976359256,0.0,0.0
S,AHORRO,86682309522,20250403,20250512,288.8,288.8,0.0,1705,TRANSFERENCIA BOTON DIGITAL,1.0,39,1,0,0,0.7793653307738072,0.0,0.0
S,AHORRO,43400653202,20250110,20250827,16281.77,16281.77,0.0,86,COMISION SERVICIO BANCARIO B,1.0,229,1,0,0,0.6863169320332159,0.0,0.0
S,AHORRO,51139249706,20250310,20251009,3435.71,3435.71,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,213,1,0,0,0.4874945398952971,0.0,0.0
S,AHORRO,37106417638,20250301,20250907,2927.39,2478.84,448.55,176,COMISION RETIRO CORRESPONSAL B,0.8468,190,0,0,1,0.42108001471427253,188.87544060008696,259.67455939991305
S,AHORRO,82947584327,20250126,20250128,2069.89,2069.89,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,2,1,0,0,0.49168223237331704,0.0,0.0
S,AHORRO,54440385719,20250501,20250513,1370.9,1370.9,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,12,1,0,0,0.4929065784341832,0.0,0.0
S,AHORRO,60668093839,20250518,20250815,860.99,860.99,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,89,1,0,0,0.4449429033701186,0.0,0.0
S,AHORRO,32843913874,20250527,20251012,19474.2,19474.2,0.0,2048,COMISION TRANSFERENCIA EXTERNA A,1.0,138,1,0,0,0.6666143073232753,0.0,0.0
S,AHORRO,98517471438,20250629,20250915,85707.49,85707.49,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,78,1,0,0,0.8289617845005637,0.0,0.0
S,AHORRO,59568389609,20250312,20250719,24738.77,24738.77,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,129,1,0,0,0.5925230081383729,0.0,0.0
S,AHORRO,97278137572,20250211,20250407,1782.25,1782.25,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,55,1,0,0,0.4903108480757964,0.0,0.0
S,AHORRO,30290865022,20250517,20250719,3370.97,3370.97,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,63,1,0,0,0.5833384087857247,0.0,0.0
S,AHORRO,91017604951,20241216,20250222,6148.72,6148.72,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,68,1,0,0,0.5161244977902355,0.0,0.0
S,AHORRO,39052250494,20250225,20250727,31110.76,31110.76,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,1.0,152,1,0,0,0.7889430850955346,0.0,0.0
S,AHORRO,39661033076,20241230,20250717,1376.88,1376.88,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,199,1,0,0,0.5706876478074006,0.0,0.0
S,AHORRO,77808414969,20241203,20250806,514.78,514.78,0.0,1734,CARGO MORA OBLIGACION,1.0,246,1,0,0,0.5131422051660846,0.0,0.0
S,AHORRO,97190182142,20250413,20250607,1175.65,310.41,865.24,1157,COMISION CONSULTA SALDO,0.264,55,0,0,1,0.31601963279675394,273.43282708106335,591.8071729189367
S,AHORRO,95976845147,20250319,20250324,1384.73,1384.73,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,5,1,0,0,0.4929065784341832,0.0,0.0
S,AHORRO,93796695131,20250321,20250907,2525.81,2525.81,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,170,1,0,0,0.48528712798242046,0.0,0.0
S,AHORRO,67367762459,20241218,20250523,457.63,457.63,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,156,1,0,0,0.484169755607141,0.0,0.0
S,AHORRO,45998971782,20241027,20250622,615.86,615.86,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,1.0,238,1,0,0,0.7588406174890736,0.0,0.0
S,AHORRO,22624164094,20250110,20250224,6099.22,6099.22,0.0,2107,CARGO FISCAL IVA TRASLADO,1.0,45,1,0,0,0.49135715131411295,0.0,0.0
S,AHORRO,44811228554,20250306,20250825,7320.85,7320.85,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,172,1,0,0,0.5458163664224834,0.0,0.0
S,AHORRO,38365468984,20250610,20250611,1109.97,1109.97,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,1.0,1,1,0,0,0.44718957770325446,0.0,0.0
S,AHORRO,65004135969,20250418,20250722,1824.18,1824.18,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,95,1,0,0,0.7820879290721942,0.0,0.0
S,AHORRO,60212407022,20250208,20250718,10115.56,10115.56,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,160,1,0,0,0.9093338340735458,0.0,0.0
S,AHORRO,19877333447,20241115,20250617,944.37,799.67,144.7,1517,COBRO SERVICIO TRANSPORTE,0.8468,214,0,0,1,0.5501913245388939,79.61268466077793,65.08731533922206
S,AHORRO,53220609322,20241223,20250403,703.88,596.03,107.85,2107,CARGO FISCAL IVA TRASLADO,0.8468,101,0,0,1,0.4781447640601242,51.56791280388439,56.282087196115604
S,AHORRO,85416830563,20250627,20250812,8430.82,8430.82,0.0,87,CARGO FISCAL IVA COMISION B,1.0,46,1,0,0,0.4882582311778469,0.0,0.0
S,AHORRO,69204277348,20250520,20250819,1242.54,1242.54,0.0,1157,COMISION CONSULTA SALDO,1.0,91,1,0,0,0.32301983566985243,0.0,0.0
S,AHORRO,17609249256,20250318,20250706,280.74,280.74,0.0,75,OPERACION CAMBIO DIVISAS,1.0,110,1,0,0,0.7785572296436166,0.0,0.0
S,AHORRO,25065785352,20241112,20250616,4568.11,4568.11,0.0,1878,PAGO PLATAFORMA ELECTRONICA,1.0,216,1,0,0,0.46287148198239547,0.0,0.0
S,AHORRO,84267650406,20250211,20250517,1147.5,0.0,1147.5,627,TRANSFERENCIA BILLETERA A,0.0,95,0,1,0,0.4732393984952152,543.0422097732594,604.4577902267405
S,AHORRO,99007958746,20250216,20250403,6508.49,6508.49,0.0,371,COMISION CANAL TELEFONICO,1.0,46,1,0,0,0.5293020971056919,0.0,0.0
S,AHORRO,47041038338,20250513,20250523,114.78,97.19,17.59,2231,PAGO PROGRAMADO,0.8468,10,0,0,1,0.4217278690043429,7.418193215786391,10.171806784213608
S,AHORRO,98997524099,20250223,20250421,790.68,790.68,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,1.0,57,1,0,0,0.7543305515328772,0.0,0.0
S,AHORRO,86916394339,20250425,20250524,7492.97,7492.97,0.0,2010,TRANSFERENCIA BANCA MOVIL,1.0,29,1,0,0,0.5221833033509926,0.0,0.0
S,AHORRO,24227752136,20250429,20250525,1135.93,1135.93,0.0,627,TRANSFERENCIA BILLETERA A,1.0,26,1,0,0,0.4732393984952152,0.0,0.0
S,AHORRO,77206822050,20250516,20250919,429.43,429.43,0.0,1554,DEBITO OBLIGACION FINANCIERA,1.0,126,1,0,0,0.7674742860949233,0.0,0.0
S,AHORRO,64395965979,20250224,20250629,6457.56,1624.33,4833.23,365,PAGO CANAL QR,0.2515,125,0,0,1,0.525527829193322,2539.9968698920393,2293.2331301079603
S,AHORRO,69498393998,20250504,20250831,1619.04,1370.96,248.08,176,COMISION RETIRO CORRESPONSAL B,0.8468,119,0,0,1,0.42731326905857825,106.0078757880521,142.0721242119479
S,AHORRO,98330625170,20250213,20250501,115.29,95.93,19.36,1517,COBRO SERVICIO TRANSPORTE,0.8321,77,0,0,1,0.35886385821992944,6.947604295137833,12.412395704862165
S,AHORRO,27152228361,20250708,20250916,8302.57,8302.57,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,70,1,0,0,0.5443696595458873,0.0,0.0
S,AHORRO,95008148277,20250427,20250903,603.75,603.75,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,1.0,129,1,0,0,0.7595906128904543,0.0,0.0
S,AHORRO,79658589551,20250413,20250822,171.43,44.06,127.37,834,CARGO FISCAL TRANSACCIONAL,0.257,131,0,0,1,0.44076022389126374,56.13962971703027,71.23037028296973
S,AHORRO,35178431407,20250203,20250616,839.02,839.02,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,133,1,0,0,0.6283992908796755,0.0,0.0
S,AHORRO,15578685000,20241216,20250119,659.71,659.71,0.0,87,CARGO FISCAL IVA COMISION B,1.0,34,1,0,0,0.4982976333068262,0.0,0.0
D,CORRIENTE,70988709976,20250408,20250807,68.82,68.82,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,121,1,0,0,0.8316151409332372,0.0,0.0
S,AHORRO,42855496188,20250319,20250530,188.14,188.14,0.0,2287,RETIRO CANAL B,1.0,72,1,0,0,0.778938742706269,0.0,0.0
S,AHORRO,48660074769,20241201,20241231,1237.34,1237.34,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,30,1,0,0,0.49193103289984697,0.0,0.0
S,AHORRO,99116282400,20241120,20250912,1931.2,1931.2,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,296,1,0,0,0.5694166544832836,0.0,0.0
S,AHORRO,38375846892,20250513,20250627,1179.04,1179.04,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,1.0,45,1,0,0,0.7976427094626541,0.0,0.0
S,AHORRO,84132736036,20250516,20250602,592.89,592.89,0.0,176,COMISION RETIRO CORRESPONSAL B,1.0,17,1,0,0,0.7130970186281561,0.0,0.0
S,AHORRO,59732949239,20250610,20250825,2922.62,2922.62,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,76,1,0,0,0.8968806641441127,0.0,0.0
S,AHORRO,32228459035,20250228,20250704,2423.25,0.0,2423.25,1517,COBRO SERVICIO TRANSPORTE,0.0,126,0,1,0,0.5266346612149744,1276.1674427891867,1147.0825572108133
S,AHORRO,31582281894,20250221,20250709,644.94,644.94,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,138,1,0,0,0.558843002770552,0.0,0.0
S,AHORRO,88769994000,20241222,20251012,11356.31,8968.53,2387.78,1517,COBRO SERVICIO TRANSPORTE,0.7897,294,0,0,1,0.5129942815769805,1224.9174856638824,1162.8625143361178
S,AHORRO,82810718353,20250224,20250921,526.28,526.28,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,209,1,0,0,0.48202995968840434,0.0,0.0
S,AHORRO,61895435266,20250425,20250816,454.18,454.18,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,113,1,0,0,0.5625673666222115,0.0,0.0
S,AHORRO,68917881289,20250101,20250721,14989.39,14989.39,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,201,1,0,0,0.5763049331310302,0.0,0.0
S,AHORRO,68181779200,20250210,20250328,31975.05,31975.05,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,46,1,0,0,0.5745090302923016,0.0,0.0
S,AHORRO,10806676743,20250705,20250730,3085.03,3085.03,0.0,176,COMISION RETIRO CORRESPONSAL B,1.0,25,1,0,0,0.42108001471427253,0.0,0.0
S,AHORRO,36659741028,20250603,20250605,801.28,801.28,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,2,1,0,0,0.552044069147911,0.0,0.0
S,AHORRO,50513841518,20241111,20250720,9691.42,0.0,9691.42,1517,COBRO SERVICIO TRANSPORTE,0.0,251,0,1,0,0.5054192783241408,4898.230502336145,4793.189497663855
S,AHORRO,75840438943,20241216,20250909,3312.69,2805.1,507.59,416,COMISION RETIRO CANAL C,0.8468,267,0,0,1,0.6102220888638616,309.74263008640753,197.84736991359244
S,AHORRO,42228797009,20250515,20250712,6831.16,2060.16,4771.0,1833,CARGO FISCAL IVA B,0.3016,58,0,0,1,0.5264972190569114,2511.9182321205244,2259.0817678794756
S,AHORRO,82642926292,20250501,20250701,1426.8,1426.8,0.0,137,COMISION RETIRO CANAL A,1.0,61,1,0,0,0.35252381816752304,0.0,0.0
S,AHORRO,51425659334,20250311,20250725,1024.46,1024.46,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,136,1,0,0,0.5083379404977841,0.0,0.0
S,AHORRO,56387104636,20250128,20250704,1823.17,1823.17,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,157,1,0,0,0.7820879290721942,0.0,0.0
S,AHORRO,70425315358,20250328,20250819,330.1,279.52,50.58,1517,COBRO SERVICIO TRANSPORTE,0.8468,144,0,0,1,0.5512570810698485,27.882583160512937,22.69741683948706
S,AHORRO,33362344705,20241108,20250317,623.26,493.3,129.96,1859,COMISION CONSIGNACION CANAL B,0.7915,129,0,0,1,0.39641071214691515,51.5175361506131,78.44246384938691
S,AHORRO,60132847265,20250313,20250409,2055.73,2055.73,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,27,1,0,0,0.5694166544832836,0.0,0.0
S,AHORRO,15824883372,20241227,20250617,10541.45,10541.45,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,172,1,0,0,0.5129942815769805,0.0,0.0
S,AHORRO,31939542173,20250711,20250815,5801.33,4912.42,888.91,795,PAGO AUTOMATICO TARJETA B,0.8468,35,0,0,1,0.5196126310527059,461.8888638690608,427.02113613093917
S,AHORRO,43210648011,20250715,20250828,3109.57,3109.57,0.0,1128,RETIRO CORRESPONSAL B,1.0,44,1,0,0,0.6084718357062676,0.0,0.0
S,AHORRO,57461834716,20250119,20250427,18848.85,18848.85,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,98,1,0,0,0.5030109581973053,0.0,0.0
S,AHORRO,65336636498,20241115,20250916,4932.88,4932.88,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,305,1,0,0,0.5073865166070264,0.0,0.0
S,AHORRO,62992096374,20250702,20250809,5136.73,5136.73,0.0,574,COMISION RETIRO INTERNACIONAL,1.0,38,1,0,0,0.5017701963205314,0.0,0.0
S,AHORRO,27244034312,20250107,20250425,2338.06,1979.81,358.25,834,CARGO FISCAL TRANSACCIONAL,0.8468,108,0,0,1,0.48528712798242046,173.85411359970212,184.39588640029788
S,AHORRO,18948164912,20250627,20251006,107330.62,107330.62,0.0,176,COMISION RETIRO CORRESPONSAL B,1.0,101,1,0,0,0.5656422310384479,0.0,0.0
S,AHORRO,45353496015,20250326,20250719,3511.13,3511.13,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,115,1,0,0,0.8765807324245588,0.0,0.0
S,AHORRO,29354515607,20241119,20250925,11111.27,11111.27,0.0,176,COMISION RETIRO CORRESPONSAL B,1.0,310,1,0,0,0.6564564051545083,0.0,0.0
S,AHORRO,99735938118,20250208,20250610,416.49,416.49,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,122,1,0,0,0.48187423872797003,0.0,0.0
S,AHORRO,39445684081,20250219,20250808,642.14,642.14,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,170,1,0,0,0.558843002770552,0.0,0.0
S,AHORRO,65649558682,20250203,20250804,8241.7,6978.86,1262.84,2107,CARGO FISCAL IVA TRASLADO,0.8468,182,0,0,1,0.42091243185763766,531.5450554470991,731.2949445529009
S,AHORRO,46707833749,20250109,20250705,1198.09,1198.09,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,177,1,0,0,0.5543995440950954,0.0,0.0
S,AHORRO,87536673350,20250422,20250520,11237.8,11237.8,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,28,1,0,0,0.5033220669279003,0.0,0.0
S,AHORRO,44915877052,20250622,20251002,694.82,694.82,0.0,627,TRANSFERENCIA BILLETERA A,1.0,102,1,0,0,0.5452150946463488,0.0,0.0
S,AHORRO,41642147834,20241222,20250706,1685.62,1685.62,0.0,1288,COMPRA ESTABLECIMIENTO A,1.0,196,1,0,0,0.6670191803502226,0.0,0.0
S,AHORRO,11993485980,20241227,20250527,1750.16,1750.16,0.0,1642,CXC DEPOSITO CANAL,1.0,151,1,0,0,0.6809626747481096,0.0,0.0
S,AHORRO,60029393499,20250428,20250505,1322.08,1322.08,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,1.0,7,1,0,0,0.8049654555859853,0.0,0.0
S,AHORRO,96257693323,20241023,20250219,1716.77,1716.77,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,119,1,0,0,0.4903108480757964,0.0,0.0
S,AHORRO,94824833944,20250711,20250719,29006.03,25686.87,3319.16,834,CARGO FISCAL TRANSACCIONAL,0.8856,8,0,0,1,0.5937274200464003,1970.67630352121,1348.4836964787899
S,AHORRO,28051623571,20250219,20250705,315.92,315.92,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,136,1,0,0,0.4980221899977639,0.0,0.0
S,AHORRO,82867074326,20250109,20250607,973.82,0.0,973.82,1517,COBRO SERVICIO TRANSPORTE,0.0,149,0,1,0,0.5501913245388939,535.7873156624656,438.0326843375344
S,AHORRO,58355412696,20250617,20250923,4661.75,4661.75,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,98,1,0,0,0.5573596321702337,0.0,0.0
S,AHORRO,71715808242,20241212,20251004,858.3,858.3,0.0,1705,TRANSFERENCIA BOTON DIGITAL,1.0,296,1,0,0,0.6497307750285239,0.0,0.0
S,AHORRO,19010919714,20241212,20250330,1491.76,1491.76,0.0,2107,CARGO FISCAL IVA TRASLADO,1.0,108,1,0,0,0.48429333858009704,0.0,0.0
S,AHORRO,37348865092,20250420,20250531,203.88,203.88,0.0,1157,COMISION CONSULTA SALDO,1.0,41,1,0,0,0.7436088233812116,0.0,0.0
S,AHORRO,72275214602,20241219,20250504,3275.69,0.0,3275.69,834,CARGO FISCAL TRANSACCIONAL,0.0,136,0,1,0,0.4874945398952971,1596.880989389626,1678.8090106103741
S,AHORRO,52616572412,20250314,20250903,2851.59,2851.59,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,173,1,0,0,0.4867230169784459,0.0,0.0
S,AHORRO,73589007280,20250322,20250904,4261.73,4261.73,0.0,333,CARGO FISCAL IVA A,1.0,166,1,0,0,0.43781129925533935,0.0,0.0
S,AHORRO,50215918247,20250211,20250316,1950.34,1950.34,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,33,1,0,0,0.4903108480757964,0.0,0.0
S,AHORRO,69028408985,20250619,20250724,777.38,777.38,0.0,2274,CARGO FISCAL IVA CANAL VIRTUAL,1.0,35,1,0,0,0.6415742706946387,0.0,0.0
S,AHORRO,26735455988,20250527,20250609,4583.95,4583.95,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,13,1,0,0,0.563635711816406,0.0,0.0
S,AHORRO,15196242758,20250423,20250528,2040.29,2040.29,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,35,1,0,0,0.49168223237331704,0.0,0.0
S,AHORRO,39709339420,20250710,20250804,57282.5,0.0,57282.5,1157,COMISION CONSULTA SALDO,0.0,25,0,1,0,0.036908583371227356,2114.215926962331,55168.28407303767
S,AHORRO,97077177717,20241217,20250608,224.06,224.06,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,173,1,0,0,0.4424320151243132,0.0,0.0
S,AHORRO,60773906905,20241114,20250423,1905.09,1905.09,0.0,2285,APERTURA INVERSION VIRTUAL,1.0,160,1,0,0,0.6040329539199731,0.0,0.0
S,AHORRO,93910877400,20250612,20250704,1906.33,1906.33,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,22,1,0,0,0.4903108480757964,0.0,0.0
S,AHORRO,34689399752,20250101,20250303,6549.67,0.0,6549.67,1517,COBRO SERVICIO TRANSPORTE,0.0,61,0,1,0,0.5187704773715655,3397.7754325262213,3151.894567473779
S,AHORRO,29735243639,20250313,20250920,2256.64,2256.64,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,191,1,0,0,0.526900126776199,0.0,0.0
S,AHORRO,79015578681,20250525,20250914,1845.41,1845.41,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,112,1,0,0,0.5694166544832836,0.0,0.0
S,AHORRO,34740006363,20250120,20251013,712.06,602.95,109.11,834,CARGO FISCAL TRANSACCIONAL,0.8468,266,0,0,1,0.43138414434974526,47.06832399000071,62.04167600999929
S,AHORRO,12970979980,20241020,20241208,10092.85,10092.85,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,49,1,0,0,0.5033220669279003,0.0,0.0
S,AHORRO,44408478571,20241016,20250625,622.69,622.69,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,252,1,0,0,0.558843002770552,0.0,0.0
D,CORRIENTE,29335940537,20250114,20250713,2464.52,2464.52,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,180,1,0,0,0.9749831873516623,0.0,0.0
S,AHORRO,47096744736,20250703,20250901,2087.57,2087.57,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,60,1,0,0,0.49168223237331704,0.0,0.0
S,AHORRO,50487240483,20241020,20250829,5623.89,5623.89,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,313,1,0,0,0.4898661135521629,0.0,0.0
S,AHORRO,26496973560,20241118,20250105,3507.29,3507.29,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,48,1,0,0,0.4874945398952971,0.0,0.0
S,AHORRO,62492643890,20250615,20250805,1973.94,1973.94,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,51,1,0,0,0.9075668026830194,0.0,0.0
S,AHORRO,58165812458,20241224,20251004,1271.44,1271.44,0.0,2010,TRANSFERENCIA BANCA MOVIL,1.0,284,1,0,0,0.6833107000171736,0.0,0.0
S,AHORRO,58475748687,20250113,20250121,5455.44,1645.49,3809.95,1517,COBRO SERVICIO TRANSPORTE,0.3016,8,0,0,1,0.5143674589691465,1959.7143002994997,1850.2356997005002
S,AHORRO,78346758244,20250612,20251013,327.64,0.0,327.64,2106,COMISION TRANSFERENCIA EXTERNA B,0.0,123,0,1,0,0.25833757955683684,84.64172456600201,242.99827543399797
D,CORRIENTE,21707989947,20250322,20251002,995.87,843.28,152.59,2010,TRANSFERENCIA BANCA MOVIL,0.8468,194,0,0,1,0.1773310282777712,27.058941604905108,125.5310583950949
S,AHORRO,99651719126,20241217,20250303,1276.3,1276.3,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,76,1,0,0,0.4929065784341832,0.0,0.0
S,AHORRO,65668137263,20250424,20250724,35789.46,32428.98,3360.48,2106,COMISION TRANSFERENCIA EXTERNA B,0.9061,91,0,0,1,0.11210366997707588,376.72214088456394,2983.757859115436
S,AHORRO,96084401973,20250316,20250827,5909.85,5909.85,0.0,2107,CARGO FISCAL IVA TRASLADO,1.0,164,1,0,0,0.4909041719083674,0.0,0.0
S,AHORRO,20366315404,20241127,20250227,646.05,237.86,408.19,834,CARGO FISCAL TRANSACCIONAL,0.3682,92,0,0,1,0.43518372164645364,177.6376433388659,230.5523566611341
S,AHORRO,18042294667,20250614,20250806,793.91,793.91,0.0,1726,TRANSFERENCIA CANAL QR,1.0,53,1,0,0,0.6437408000911807,0.0,0.0
S,AHORRO,64650299323,20250129,20250821,620.78,525.66,95.12,834,CARGO FISCAL TRANSACCIONAL,0.8468,204,0,0,1,0.4377425246390059,41.63806894366225,53.481931056337764
S,AHORRO,33720100334,20250515,20250722,1188.49,1188.49,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,68,1,0,0,0.552915173873292,0.0,0.0
S,AHORRO,85955438449,20250127,20250721,1746.64,1746.64,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,175,1,0,0,0.4903108480757964,0.0,0.0
S,AHORRO,19854475200,20250525,20250816,173.14,0.0,173.14,1157,COMISION CONSULTA SALDO,0.0,83,0,1,0,0.14079194844383258,24.376717953565173,148.76328204643482
S,AHORRO,11433178803,20241024,20250802,4980.04,0.0,4980.04,176,COMISION RETIRO CORRESPONSAL B,0.0,282,0,1,0,0.3548136259085387,1766.986049569559,3213.0539504304406
S,AHORRO,48227632139,20241206,20250408,1922.49,1922.49,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,123,1,0,0,0.5694166544832836,0.0,0.0
S,AHORRO,38729259112,20250218,20250916,13071.56,13071.56,0.0,176,COMISION RETIRO CORRESPONSAL B,1.0,210,1,0,0,0.6564564051545083,0.0,0.0
S,AHORRO,72981754643,20250219,20250408,646.19,646.19,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,1.0,48,1,0,0,0.7588406174890736,0.0,0.0
S,AHORRO,12844959102,20241107,20250722,1700.01,1700.01,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,1.0,257,1,0,0,0.8053093945610622,0.0,0.0
S,AHORRO,84054830022,20241118,20250201,11382.48,11382.48,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,1.0,75,1,0,0,0.5457478631364175,0.0,0.0
S,AHORRO,99702646715,20250116,20250607,1863.15,1863.15,0.0,70,TRANSFERENCIA BILLETERA DIGITAL,1.0,142,1,0,0,0.5973519972366382,0.0,0.0
S,AHORRO,64365622587,20250630,20250816,691.46,691.46,0.0,1388,COMISION EXPEDICION DOCUMENTO,1.0,47,1,0,0,0.5785632074973343,0.0,0.0
S,AHORRO,61448770425,20241014,20241210,15154.51,15154.51,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,1.0,57,1,0,0,0.31843495993154175,0.0,0.0
S,AHORRO,91261122326,20250415,20250917,2561.05,2561.05,0.0,798,PAGO SEGURO FINANCIERO,1.0,155,1,0,0,0.6073581461916674,0.0,0.0
D,CORRIENTE,16136237208,20250123,20250505,7886.76,7886.76,0.0,87,CARGO FISCAL IVA COMISION B,1.0,102,1,0,0,0.7414389426648433,0.0,0.0
S,AHORRO,74171185135,20250606,20250615,13283.96,11248.51,2035.45,1517,COBRO SERVICIO TRANSPORTE,0.8468,9,0,0,1,0.5156445904589088,1049.5687816495858,985.8812183504142
S,AHORRO,92728655113,20250219,20250807,789.5,789.5,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,169,1,0,0,0.552044069147911,0.0,0.0
S,AHORRO,41465578450,20250513,20250909,435.12,435.12,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,119,1,0,0,0.484169755607141,0.0,0.0
S,AHORRO,24847600239,20250127,20250210,3512.17,3512.17,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,14,1,0,0,0.5826068365990524,0.0,0.0
