cod_apli_prod,descri_cod_apli_prod,num_cta,f_creacion,f_ultimo_pago,vlr_original,vlr_pagado,vlr_pendiente_pago,cod_trn,descri_cod_trn,porc_recuperado,dias_hasta_ultimo_pago,pago_total,sin_pago,pago_parcial
S,AHORRO,22097503639,20250405,20250427,1487.38,1487.38,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,22,1,0,0
S,AHORRO,59257187491,20241125,20251012,30171.55,30171.55,0.0,2107,CARGO FISCAL IVA TRASLADO,1.0,321,1,0,0
S,AHORRO,90124118833,20250521,20250907,572.13,572.13,0.0,87,CARGO FISCAL IVA COMISION B,1.0,109,1,0,0
S,AHORRO,97069770419,20250125,20250807,6034.24,6034.24,0.0,176,COMISION RETIRO CORRESPONSAL B,1.0,194,1,0,0
S,AHORRO,93063727454,20250606,20250703,448.6,448.6,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,27,1,0,0
S,AHORRO,27548803288,20250410,20250630,7016.68,7016.68,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,81,1,0,0
S,AHORRO,30252275616,20250308,20250521,3478.29,3478.29,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,74,1,0,0
S,AHORRO,86249584313,20250403,20250602,988.42,988.42,0.0,724,RECARGA AUTOMATICA SERVICIO,1.0,60,1,0,0
S,AHORRO,27237965399,20250430,20250929,1078.39,913.15,165.24,2106,COMISION TRANSFERENCIA EXTERNA B,0.8468,152,0,0,1
S,AHORRO,67709215207,20241101,20250101,432.91,432.91,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,1.0,61,1,0,0
S,AHORRO,83905190069,20241014,20250913,762.11,762.11,0.0,1157,COMISION CONSULTA SALDO,1.0,334,1,0,0
S,AHORRO,30657712440,20250118,20250610,9041.12,9041.12,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,143,1,0,0
S,AHORRO,27018525980,20241105,20241111,1012.33,1012.33,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,6,1,0,0
S,AHORRO,57533985268,20241213,20250525,3500.37,3500.37,0.0,349,ABONO CREDITO MORA,1.0,163,1,0,0
S,AHORRO,94747687356,20250511,20250828,654.73,0.0,654.73,834,CARGO FISCAL TRANSACCIONAL,0.0,109,0,1,0
S,AHORRO,25783515249,20250307,20250317,6888.45,6888.45,0.0,67,CARGO FISCAL IVA COMISION A,1.0,10,1,0,0
S,AHORRO,19289868517,20241107,20241217,7428.03,7428.03,0.0,140,COMISION RETIRO CANAL B,1.0,40,1,0,0
S,AHORRO,92881574697,20250116,20250615,565.33,186.81,378.52,2274,CARGO FISCAL IVA CANAL VIRTUAL,0.3304,150,0,0,1
S,AHORRO,69041947068,20241016,20250210,2611.17,2611.17,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,117,1,0,0
S,AHORRO,97126742927,20250605,20250611,11342.39,0.0,11342.39,788,TRANSFERENCIA CANAL FISICO,0.0,6,0,1,0
S,AHORRO,95483052957,20250630,20250828,7084.05,7084.05,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,59,1,0,0
S,AHORRO,85206887693,20250325,20250405,1229.04,1229.04,0.0,176,COMISION RETIRO CORRESPONSAL B,1.0,11,1,0,0
S,AHORRO,83716438599,20250616,20250701,32395.02,32395.02,0.0,2477,PAGO APLICACION MOVIL,1.0,15,1,0,0
S,AHORRO,11497409182,20250418,20250521,369.61,312.98,56.63,834,CARGO FISCAL TRANSACCIONAL,0.8468,33,0,0,1
S,AHORRO,39858084991,20241204,20250813,717.16,717.16,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,252,1,0,0
S,AHORRO,75344396150,20250531,20250826,4720.97,4720.97,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,87,1,0,0
S,AHORRO,67162378057,20241104,20250426,1518.78,1320.06,198.72,1517,COBRO SERVICIO TRANSPORTE,0.8692,173,0,0,1
S,AHORRO,70171743741,20250606,20250922,499.17,499.17,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,108,1,0,0
S,AHORRO,99009555023,20250516,20250723,1170.07,1170.07,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,68,1,0,0
S,AHORRO,51810338636,20241029,20241108,461.02,461.02,0.0,2107,CARGO FISCAL IVA TRASLADO,1.0,10,1,0,0
S,AHORRO,45749855558,20250121,20250531,83.68,83.68,0.0,1248,CARGO MORA TARJETA A,1.0,130,1,0,0
S,AHORRO,62346423533,20250618,20250913,4673.49,4673.49,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,87,1,0,0
S,AHORRO,40578835753,20250201,20250318,30551.91,30551.91,0.0,2295,COMPRA INTERNACIONAL,1.0,45,1,0,0
S,AHORRO,49891929885,20241031,20250126,50.28,50.28,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,87,1,0,0
S,AHORRO,92988745829,20250510,20250628,4433.35,4433.35,0.0,176,COMISION RETIRO CORRESPONSAL B,1.0,49,1,0,0
S,AHORRO,85073692564,20241113,20251011,4520.27,4520.27,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,332,1,0,0
S,AHORRO,84788471432,20241031,20250525,3688.58,3688.58,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,206,1,0,0
S,AHORRO,54905071634,20250713,20250727,1739.09,1739.09,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,14,1,0,0
S,AHORRO,49171668630,20250206,20250729,1746.24,1746.24,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,173,1,0,0
S,AHORRO,36133406090,20241128,20250514,27218.27,23047.73,4170.54,497,PAGO SERVICIO ELECTRONICO,0.8468,167,0,0,1
S,AHORRO,14061701666,20241115,20250316,7710.77,0.0,7710.77,2106,COMISION TRANSFERENCIA EXTERNA B,0.0,121,0,1,0
S,AHORRO,42767062919,20250404,20250519,302.0,302.0,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,45,1,0,0
S,AHORRO,65298792396,20241114,20250324,2356.24,2356.24,0.0,137,COMISION RETIRO CANAL A,1.0,130,1,0,0
S,AHORRO,36894846141,20250604,20250920,958.2,958.2,0.0,70,TRANSFERENCIA BILLETERA DIGITAL,1.0,108,1,0,0
S,AHORRO,11333793952,20250522,20250801,596.39,596.39,0.0,1157,COMISION CONSULTA SALDO,1.0,71,1,0,0
S,AHORRO,82120052694,20250428,20250806,130.58,130.58,0.0,137,COMISION RETIRO CANAL A,1.0,100,1,0,0
S,AHORRO,99501202464,20250407,20250914,36271.61,30070.33,6201.28,2106,COMISION TRANSFERENCIA EXTERNA B,0.829,160,0,0,1
S,AHORRO,44380876682,20241121,20250925,4920.01,4078.85,841.16,2106,COMISION TRANSFERENCIA EXTERNA B,0.829,308,0,0,1
S,AHORRO,84443321151,20241202,20241221,94.68,94.68,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,19,1,0,0
S,AHORRO,16950252597,20241024,20250329,441.5,441.5,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,156,1,0,0
S,AHORRO,38571076870,20241024,20250217,250.63,207.78,42.85,834,CARGO FISCAL TRANSACCIONAL,0.829,116,0,0,1
S,AHORRO,92759986619,20250502,20250921,15881.69,15881.69,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,142,1,0,0
S,AHORRO,70828260847,20250105,20250321,3172.46,3172.46,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,75,1,0,0
S,AHORRO,35724244200,20250622,20250822,288.14,288.14,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,61,1,0,0
S,AHORRO,45058872234,20241104,20250708,386.41,386.41,0.0,788,TRANSFERENCIA CANAL FISICO,1.0,246,1,0,0
S,AHORRO,25026503559,20250211,20250628,1434.29,1434.29,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,137,1,0,0
S,AHORRO,97668253073,20241031,20250821,666.3,552.38,113.92,834,CARGO FISCAL TRANSACCIONAL,0.829,294,0,0,1
S,AHORRO,48150626436,20250321,20250925,1530.27,1530.27,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,188,1,0,0
S,AHORRO,15682950513,20241225,20250322,1445.92,317.33,1128.59,834,CARGO FISCAL TRANSACCIONAL,0.2195,87,0,0,1
S,AHORRO,54242783600,20250202,20250214,969.37,969.37,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,12,1,0,0
S,AHORRO,35950903644,20241108,20250510,1369.94,1369.94,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,183,1,0,0
S,AHORRO,29045469771,20241122,20250627,22199.3,18403.94,3795.36,834,CARGO FISCAL TRANSACCIONAL,0.829,217,0,0,1
S,AHORRO,28668914281,20250127,20250719,7190.12,7190.12,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,173,1,0,0
S,AHORRO,62111847617,20250330,20250509,3118.94,3118.94,0.0,2048,COMISION TRANSFERENCIA EXTERNA A,1.0,40,1,0,0
S,AHORRO,63176523558,20250703,20250707,2171.61,1800.33,371.28,834,CARGO FISCAL TRANSACCIONAL,0.829,4,0,0,1
S,AHORRO,89925804188,20250104,20250302,290322.58,290322.58,0.0,329,DEBITO ABONO CARTERA,1.0,57,1,0,0
S,AHORRO,19884966007,20250316,20250715,6557.62,0.0,6557.62,1157,COMISION CONSULTA SALDO,0.0,121,0,1,0
S,AHORRO,54667192496,20241122,20250527,8756.71,7259.6,1497.11,788,TRANSFERENCIA CANAL FISICO,0.829,186,0,0,1
S,AHORRO,36111903715,20250715,20250825,4815.38,3992.11,823.27,137,COMISION RETIRO CANAL A,0.829,41,0,0,1
S,AHORRO,78409066180,20250222,20250306,850.86,850.86,0.0,176,COMISION RETIRO CORRESPONSAL B,1.0,12,1,0,0
S,AHORRO,80382339396,20250305,20250322,357.22,357.22,0.0,1705,TRANSFERENCIA BOTON DIGITAL,1.0,17,1,0,0
S,AHORRO,35011715267,20250203,20250918,4168.82,4168.82,0.0,137,COMISION RETIRO CANAL A,1.0,227,1,0,0
S,AHORRO,82412333755,20250410,20250521,139.62,108.31,31.31,834,CARGO FISCAL TRANSACCIONAL,0.7757,41,0,0,1
S,AHORRO,78940944080,20250311,20250727,3571.96,2961.27,610.69,2285,APERTURA INVERSION VIRTUAL,0.829,138,0,0,1
S,AHORRO,61629564269,20241024,20250507,2456.58,2036.58,420.0,834,CARGO FISCAL TRANSACCIONAL,0.829,195,0,0,1
S,AHORRO,86627782134,20250423,20250722,3084.54,3084.54,0.0,1157,COMISION CONSULTA SALDO,1.0,90,1,0,0
S,AHORRO,86682309522,20250417,20250625,314.63,314.63,0.0,1705,TRANSFERENCIA BOTON DIGITAL,1.0,69,1,0,0
S,AHORRO,43400653202,20250410,20250604,14810.83,14810.83,0.0,86,COMISION SERVICIO BANCARIO B,1.0,55,1,0,0
S,AHORRO,51139249706,20250705,20250919,3200.77,3200.77,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,76,1,0,0
S,AHORRO,54440385719,20250402,20250803,1319.82,1319.82,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,123,1,0,0
S,AHORRO,60668093839,20250415,20251012,867.84,867.84,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,180,1,0,0
S,AHORRO,53364452224,20250602,20250927,43641.18,9845.77,33795.41,834,CARGO FISCAL TRANSACCIONAL,0.2256,117,0,0,1
S,AHORRO,32843913874,20250616,20250828,18200.62,18200.62,0.0,2048,COMISION TRANSFERENCIA EXTERNA A,1.0,73,1,0,0
S,AHORRO,98517471438,20241018,20250517,84999.16,84999.16,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,211,1,0,0
S,AHORRO,59568389609,20250317,20250503,25280.47,25280.47,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,47,1,0,0
S,AHORRO,30290865022,20250329,20250510,3455.12,3455.12,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,42,1,0,0
S,AHORRO,91017604951,20241114,20241208,8363.46,8363.46,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,24,1,0,0
S,AHORRO,39661033076,20250421,20250923,1391.92,1391.92,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,155,1,0,0
S,AHORRO,74182945575,20241219,20250121,522.44,522.44,0.0,1787,PAGO PUNTO EXTERNO,1.0,33,1,0,0
S,AHORRO,77808414969,20250706,20250831,510.53,510.53,0.0,1734,CARGO MORA OBLIGACION,1.0,56,1,0,0
S,AHORRO,97190182142,20241029,20250711,1210.61,0.0,1210.61,1157,COMISION CONSULTA SALDO,0.0,255,0,1,0
S,AHORRO,95976845147,20250426,20250618,1373.29,1373.29,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,53,1,0,0
S,AHORRO,93796695131,20241020,20250518,2553.39,2553.39,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,210,1,0,0
S,AHORRO,22624164094,20241107,20250505,6035.89,6035.89,0.0,2107,CARGO FISCAL IVA TRASLADO,1.0,179,1,0,0
S,AHORRO,44811228554,20241105,20250301,7400.79,7400.79,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,116,1,0,0
S,AHORRO,38365468984,20250302,20250603,1063.82,1063.82,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,1.0,93,1,0,0
S,AHORRO,65004135969,20250401,20250518,1621.53,1621.53,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,47,1,0,0
S,AHORRO,60212407022,20241228,20251013,10031.96,10031.96,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,289,1,0,0
S,AHORRO,19877333447,20241123,20250302,954.68,0.0,954.68,1517,COBRO SERVICIO TRANSPORTE,0.0,99,0,1,0
S,AHORRO,53220609322,20250507,20251014,727.61,603.21,124.4,2107,CARGO FISCAL IVA TRASLADO,0.829,160,0,0,1
S,AHORRO,85416830563,20250119,20250526,8030.02,8030.02,0.0,87,CARGO FISCAL IVA COMISION B,1.0,127,1,0,0
S,AHORRO,69204277348,20250304,20250718,1730.98,1730.98,0.0,1157,COMISION CONSULTA SALDO,1.0,136,1,0,0
S,AHORRO,15433220927,20250706,20250817,1221.63,1221.63,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,42,1,0,0
S,AHORRO,17609249256,20250318,20250422,283.81,283.81,0.0,75,OPERACION CAMBIO DIVISAS,1.0,35,1,0,0
S,AHORRO,25065785352,20241126,20250712,4574.23,4574.23,0.0,1878,PAGO PLATAFORMA ELECTRONICA,1.0,228,1,0,0
S,AHORRO,84267650406,20250503,20250621,1138.02,403.18,734.84,627,TRANSFERENCIA BILLETERA A,0.3543,49,0,0,1
S,AHORRO,99007958746,20250610,20251005,6349.24,6349.24,0.0,371,COMISION CANAL TELEFONICO,1.0,117,1,0,0
S,AHORRO,47041038338,20250108,20250528,116.03,96.19,19.84,2231,PAGO PROGRAMADO,0.829,140,0,0,1
S,AHORRO,98997524099,20250305,20250708,725.4,725.4,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,1.0,125,1,0,0
S,AHORRO,86916394339,20250106,20250823,7574.8,5944.71,1630.09,2010,TRANSFERENCIA BANCA MOVIL,0.7848,229,0,0,1
S,AHORRO,24227752136,20250123,20250920,1194.72,1194.72,0.0,627,TRANSFERENCIA BILLETERA A,1.0,240,1,0,0
S,AHORRO,77206822050,20241030,20251004,417.96,417.96,0.0,1554,DEBITO OBLIGACION FINANCIERA,1.0,339,1,0,0
S,AHORRO,64395965979,20241127,20250730,6528.08,0.0,6528.08,365,PAGO CANAL QR,0.0,245,0,1,0
S,AHORRO,69498393998,20250306,20250407,1617.2,0.0,1617.2,176,COMISION RETIRO CORRESPONSAL B,0.0,32,0,1,0
S,AHORRO,98330625170,20250111,20250316,125.01,125.01,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,64,1,0,0
S,AHORRO,95008148277,20250301,20250719,610.34,610.34,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,1.0,140,1,0,0
S,AHORRO,79658589551,20241123,20241218,164.2,38.92,125.28,834,CARGO FISCAL TRANSACCIONAL,0.237,25,0,0,1
S,AHORRO,35178431407,20241222,20241223,832.08,832.08,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,1,1,0,0
S,AHORRO,32268727222,20250704,20250824,6652.85,6652.85,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,51,1,0,0
S,AHORRO,15578685000,20250705,20250708,605.84,605.84,0.0,87,CARGO FISCAL IVA COMISION B,1.0,3,1,0,0
D,CORRIENTE,70988709976,20250607,20250826,67.2,67.2,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,80,1,0,0
S,AHORRO,42855496188,20250211,20250319,82.12,82.12,0.0,2287,RETIRO CANAL B,1.0,36,1,0,0
S,AHORRO,48660074769,20250518,20250620,1227.12,1227.12,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,33,1,0,0
S,AHORRO,99116282400,20241231,20250517,1952.29,1952.29,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,137,1,0,0
S,AHORRO,38375846892,20241119,20250813,1147.27,1147.27,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,1.0,267,1,0,0
S,AHORRO,21254199574,20250619,20251008,530.09,530.09,0.0,627,TRANSFERENCIA BILLETERA A,1.0,111,1,0,0
S,AHORRO,32228459035,20250319,20250622,2255.64,0.0,2255.64,1517,COBRO SERVICIO TRANSPORTE,0.0,95,0,1,0
S,AHORRO,19320471201,20250523,20251003,2117.81,2117.81,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,133,1,0,0
S,AHORRO,31582281894,20250106,20250814,732.75,732.75,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,220,1,0,0
S,AHORRO,88769994000,20250508,20250829,11480.33,11480.33,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,113,1,0,0
S,AHORRO,82810718353,20250312,20250911,484.31,484.31,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,183,1,0,0
S,AHORRO,61895435266,20250222,20250317,450.43,450.43,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,23,1,0,0
S,AHORRO,68917881289,20250331,20250904,16358.65,16358.65,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,157,1,0,0
S,AHORRO,68181779200,20241228,20250325,48478.1,48478.1,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,87,1,0,0
S,AHORRO,10806676743,20250519,20250701,3310.27,3310.27,0.0,176,COMISION RETIRO CORRESPONSAL B,1.0,43,1,0,0
S,AHORRO,36659741028,20241111,20250825,765.59,765.59,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,287,1,0,0
S,AHORRO,50513841518,20250301,20250625,9797.25,2236.24,7561.01,1517,COBRO SERVICIO TRANSPORTE,0.2283,116,0,0,1
S,AHORRO,75840438943,20241106,20250606,2677.58,2219.8,457.78,416,COMISION RETIRO CANAL C,0.829,212,0,0,1
S,AHORRO,42228797009,20250423,20250915,6914.08,2015.81,4898.27,1833,CARGO FISCAL IVA B,0.2916,145,0,0,1
S,AHORRO,82642926292,20250515,20250905,1415.01,1415.01,0.0,137,COMISION RETIRO CANAL A,1.0,113,1,0,0
S,AHORRO,51425659334,20250119,20250408,1035.65,1035.65,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,79,1,0,0
S,AHORRO,56387104636,20250314,20250712,1351.89,1351.89,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,120,1,0,0
S,AHORRO,70425315358,20250620,20250720,333.71,276.66,57.05,1517,COBRO SERVICIO TRANSPORTE,0.829,30,0,0,1
S,AHORRO,33362344705,20241222,20250316,618.11,618.11,0.0,1859,COMISION CONSIGNACION CANAL B,1.0,84,1,0,0
S,AHORRO,15824883372,20241201,20250207,10656.57,10656.57,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,68,1,0,0
S,AHORRO,31939542173,20241129,20250309,5433.28,4504.36,928.92,795,PAGO AUTOMATICO TARJETA B,0.829,100,0,0,1
S,AHORRO,70674865079,20250705,20250917,7598.41,7598.41,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,74,1,0,0
S,AHORRO,96749938933,20250227,20250911,10875.91,10875.91,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,196,1,0,0
S,AHORRO,43210648011,20250602,20250704,3143.53,3143.53,0.0,1128,RETIRO CORRESPONSAL B,1.0,32,1,0,0
S,AHORRO,59388143317,20241125,20250705,1581.43,1311.06,270.37,834,CARGO FISCAL TRANSACCIONAL,0.829,222,0,0,1
S,AHORRO,57461834716,20241214,20250529,18902.78,18902.78,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,166,1,0,0
S,AHORRO,41928589107,20241109,20250820,505.4,505.4,0.0,334,COMISION CONSULTA EXTERNO,1.0,284,1,0,0
S,AHORRO,65336636498,20250315,20250515,4615.72,4615.72,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,61,1,0,0
S,AHORRO,27244034312,20250111,20250630,2347.97,1946.54,401.43,834,CARGO FISCAL TRANSACCIONAL,0.829,170,0,0,1
S,AHORRO,18948164912,20250208,20250425,120692.93,120692.93,0.0,176,COMISION RETIRO CORRESPONSAL B,1.0,76,1,0,0
S,AHORRO,45353496015,20250708,20250810,3482.11,3482.11,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,33,1,0,0
S,AHORRO,38796359200,20250601,20250708,90649.71,75151.53,15498.18,137,COMISION RETIRO CANAL A,0.829,37,0,0,1
S,AHORRO,55580423851,20250110,20250208,10967.19,10967.19,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,29,1,0,0
S,AHORRO,29354515607,20241223,20250214,6164.49,6164.49,0.0,176,COMISION RETIRO CORRESPONSAL B,1.0,53,1,0,0
S,AHORRO,39445684081,20250104,20250820,649.15,649.15,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,228,1,0,0
S,AHORRO,46707833749,20250112,20250906,1211.17,1211.17,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,237,1,0,0
S,AHORRO,15874406932,20241201,20250825,93.76,93.76,0.0,87,CARGO FISCAL IVA COMISION B,1.0,267,1,0,0
S,AHORRO,87536673350,20250510,20250618,11360.52,11360.52,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,39,1,0,0
S,AHORRO,44915877052,20250620,20250928,877.57,877.57,0.0,627,TRANSFERENCIA BILLETERA A,1.0,100,1,0,0
S,AHORRO,41642147834,20250131,20250209,1665.72,1665.72,0.0,1288,COMPRA ESTABLECIMIENTO A,1.0,9,1,0,0
S,AHORRO,11993485980,20250525,20250811,1727.43,1727.43,0.0,1642,CXC DEPOSITO CANAL,1.0,78,1,0,0
S,AHORRO,60029393499,20241031,20250310,1336.52,1336.52,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,1.0,130,1,0,0
S,AHORRO,96257693323,20250619,20250710,1735.52,1735.52,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,21,1,0,0
S,AHORRO,94824833944,20250617,20250902,29322.79,29322.79,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,77,1,0,0
S,AHORRO,28051623571,20250103,20250113,310.01,310.01,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,10,1,0,0
S,AHORRO,70670024741,20250105,20250213,1202.9,1202.9,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,39,1,0,0
S,AHORRO,82867074326,20250305,20250420,984.45,207.91,776.54,1517,COBRO SERVICIO TRANSPORTE,0.2112,46,0,0,1
S,AHORRO,58355412696,20241223,20250410,8625.89,8625.89,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,108,1,0,0
S,AHORRO,71715808242,20250418,20250420,895.62,895.62,0.0,1705,TRANSFERENCIA BOTON DIGITAL,1.0,2,1,0,0
S,AHORRO,19010919714,20241227,20250125,932.63,932.63,0.0,2107,CARGO FISCAL IVA TRASLADO,1.0,29,1,0,0
S,AHORRO,37348865092,20250714,20250824,206.1,206.1,0.0,1157,COMISION CONSULTA SALDO,1.0,41,1,0,0
S,AHORRO,72275214602,20250226,20251009,3248.62,0.0,3248.62,834,CARGO FISCAL TRANSACCIONAL,0.0,225,0,1,0
S,AHORRO,52616572412,20241126,20250509,2969.62,2969.62,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,164,1,0,0
S,AHORRO,50215918247,20250517,20250923,1934.22,1934.22,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,129,1,0,0
S,AHORRO,69028408985,20250321,20250402,785.87,785.87,0.0,2274,CARGO FISCAL IVA CANAL VIRTUAL,1.0,12,1,0,0
S,AHORRO,26735455988,20241212,20250721,4634.01,4634.01,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,221,1,0,0
S,AHORRO,15196242758,20250227,20250317,1839.15,1839.15,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,18,1,0,0
S,AHORRO,39709339420,20250621,20251004,57654.74,47797.64,9857.1,1157,COMISION CONSULTA SALDO,0.829,105,0,0,1
S,AHORRO,60773906905,20250408,20250608,1908.18,1908.18,0.0,2285,APERTURA INVERSION VIRTUAL,1.0,61,1,0,0
S,AHORRO,93910877400,20250226,20250227,1886.62,1886.62,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,1,1,0,0
S,AHORRO,34689399752,20250417,20251013,6621.2,0.0,6621.2,1517,COBRO SERVICIO TRANSPORTE,0.0,179,0,1,0
S,AHORRO,79015578681,20241209,20241231,1865.56,1865.56,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,22,1,0,0
S,AHORRO,34740006363,20250111,20250820,706.17,585.44,120.73,834,CARGO FISCAL TRANSACCIONAL,0.829,221,0,0,1
S,AHORRO,12970979980,20250309,20250508,10009.43,10009.43,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,60,1,0,0
S,AHORRO,73061070884,20250625,20250930,6660.99,6660.99,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,97,1,0,0
S,AHORRO,44408478571,20250301,20250801,602.17,433.93,168.24,1517,COBRO SERVICIO TRANSPORTE,0.7206,153,0,0,1
D,CORRIENTE,29335940537,20250203,20250518,2368.7,2368.7,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,104,1,0,0
S,AHORRO,47096744736,20241021,20241101,2070.32,2070.32,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,11,1,0,0
S,AHORRO,50487240483,20250110,20250622,5685.3,5685.3,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,163,1,0,0
S,AHORRO,26496973560,20241029,20250516,3128.61,3128.61,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,199,1,0,0
S,AHORRO,81071550366,20250107,20250914,2351.89,1949.79,402.1,834,CARGO FISCAL TRANSACCIONAL,0.829,250,0,0,1
S,AHORRO,62492643890,20250428,20250627,1783.69,1783.69,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,60,1,0,0
S,AHORRO,58165812458,20250208,20250625,1244.71,1244.71,0.0,2010,TRANSFERENCIA BANCA MOVIL,1.0,137,1,0,0
S,AHORRO,58475748687,20250609,20250626,5515.02,0.0,5515.02,1517,COBRO SERVICIO TRANSPORTE,0.0,17,0,1,0
S,AHORRO,78346758244,20241025,20250420,324.34,0.0,324.34,2106,COMISION TRANSFERENCIA EXTERNA B,0.0,177,0,1,0
D,CORRIENTE,21707989947,20241209,20250424,920.39,763.03,157.36,2010,TRANSFERENCIA BANCA MOVIL,0.829,136,0,0,1
S,AHORRO,72243604780,20250512,20250911,479.59,479.59,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,122,1,0,0
S,AHORRO,99651719126,20241114,20250918,1290.24,1290.24,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,308,1,0,0
S,AHORRO,65668137263,20241029,20250918,36180.3,36180.3,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,1.0,324,1,0,0
